break_type,break_nature,break_apparent_cause,break_categorization,asset_size,asset_material,num_breaks,age_at_break,positive_pressure_maintaned,air_gap_maintaned,mechanical_removal,flushing_excavation,higher_velocity_flushing,anode_installed,asset_exists,failure_rate
0,4,4,0,150.0,1,2,57,1,1,1,1,1,1,1,0.0351
0,4,4,0,300.0,1,1,47,1,1,1,1,1,1,1,0.0213
0,4,4,0,300.0,1,1,37,1,1,1,1,1,1,1,0.027
0,4,4,0,150.0,4,1,35,1,1,1,1,1,1,1,0.0286
0,4,4,0,200.0,4,1,34,1,1,1,1,1,1,1,0.0294
0,4,4,0,200.0,4,6,36,1,1,1,1,1,1,1,0.1667
0,4,4,0,150.0,1,2,43,1,1,1,1,1,1,1,0.0465
0,4,4,0,100.0,1,3,50,1,1,1,1,1,1,1,0.06
0,4,4,0,150.0,4,1,21,1,1,1,1,1,1,1,0.0476
0,4,4,0,450.0,1,1,33,1,1,1,1,1,1,1,0.0303
0,4,4,0,150.0,4,1,27,1,1,1,1,1,1,1,0.037
0,4,4,0,200.0,1,6,38,1,1,1,1,1,1,1,0.1579
0,4,4,0,150.0,1,4,48,1,1,1,1,1,1,1,0.0833
0,4,4,0,300.0,4,3,29,1,1,1,1,1,1,1,0.1034
0,4,4,0,150.0,1,2,36,1,1,1,1,1,1,1,0.0556
0,4,4,0,150.0,1,5,39,1,1,1,1,1,1,1,0.1282
0,4,4,0,200.0,1,1,48,1,1,1,1,1,1,1,0.0208
0,4,4,0,300.0,4,1,30,1,1,1,1,1,1,1,0.0333
0,4,4,0,200.0,1,5,46,1,1,1,1,1,1,1,0.1087
0,4,4,0,150.0,1,7,30,1,1,1,1,1,1,1,0.2333
0,4,2,0,150.0,4,1,45,1,1,1,1,1,1,1,0.0222
0,4,4,0,150.0,1,3,57,1,1,1,1,1,1,1,0.0526
0,4,1,0,150.0,1,1,61,1,1,1,1,1,1,1,0.0164
0,4,4,0,150.0,1,4,56,1,1,1,1,1,1,1,0.0714
0,4,4,0,300.0,4,1,33,1,1,1,1,1,1,1,0.0303
0,4,4,0,150.0,1,5,56,1,1,1,1,1,1,1,0.0893
0,4,4,0,450.0,4,1,45,1,1,1,1,1,1,1,0.0222
0,4,4,0,150.0,1,7,63,1,1,1,1,1,1,1,0.1111
0,4,4,0,200.0,4,1,37,1,1,1,1,1,1,1,0.027
0,4,4,0,150.0,1,2,47,1,1,1,1,1,1,1,0.0426
0,4,4,0,150.0,1,4,47,1,1,1,1,1,1,1,0.0851
0,4,4,0,200.0,1,3,54,1,1,1,1,1,1,1,0.0556
0,4,4,0,200.0,4,1,45,1,1,1,1,1,1,1,0.0222
0,4,4,0,150.0,1,12,55,1,1,1,1,1,1,1,0.2182
0,4,4,0,100.0,4,2,46,1,1,1,1,1,1,1,0.0435
0,4,4,0,150.0,1,2,51,1,1,1,1,1,1,1,0.0392
0,4,4,0,300.0,4,4,40,1,1,1,1,1,1,1,0.1
0,4,4,0,150.0,4,1,40,1,1,1,1,1,1,1,0.025
0,4,4,0,150.0,4,1,40,1,1,1,1,1,1,1,0.025
0,4,4,0,150.0,4,3,49,1,1,1,1,1,1,1,0.0612
0,4,4,0,200.0,1,1,35,1,1,1,1,1,1,1,0.0286
0,4,4,0,150.0,1,5,29,1,1,1,1,1,1,1,0.1724
0,4,4,0,150.0,4,1,27,1,1,1,1,1,1,1,0.037
0,4,4,0,150.0,1,5,58,1,1,1,1,1,1,1,0.0862
0,4,4,0,150.0,1,4,46,1,1,1,1,1,1,1,0.087
0,4,4,0,300.0,1,2,51,1,1,1,1,1,1,1,0.0392
0,4,4,0,300.0,1,2,52,1,1,1,1,1,1,1,0.0385
0,4,4,0,150.0,1,4,45,1,1,1,1,1,1,1,0.0889
0,4,4,0,150.0,1,4,44,1,1,1,1,1,1,1,0.0909
0,4,4,0,150.0,1,4,70,1,1,1,1,1,1,1,0.0571
0,4,4,0,150.0,1,2,35,1,1,1,1,1,1,1,0.0571
0,4,4,0,100.0,1,2,46,1,1,1,1,1,1,1,0.0435
0,4,4,0,150.0,1,3,38,1,1,1,1,1,1,1,0.0789
0,4,4,0,150.0,1,5,32,1,1,1,1,1,1,1,0.1562
0,4,4,0,150.0,1,3,41,1,1,1,1,1,1,1,0.0732
0,4,4,0,150.0,1,11,46,1,1,1,1,1,1,1,0.2391
0,4,4,0,150.0,1,7,44,1,1,1,1,1,1,1,0.1591
0,4,4,0,150.0,4,2,43,1,1,1,1,1,1,1,0.0465
0,4,4,0,150.0,1,4,56,1,1,1,1,1,1,1,0.0714
0,4,4,0,300.0,6,2,8,1,1,1,1,1,1,1,0.25
0,4,4,0,150.0,1,6,43,1,1,1,1,1,1,1,0.1395
0,4,4,0,150.0,1,11,42,1,1,1,1,1,1,1,0.2619
0,4,4,0,150.0,1,2,37,1,1,1,1,1,1,1,0.0541
0,4,4,0,150.0,1,3,54,1,1,1,1,1,1,1,0.0556
0,4,4,0,300.0,1,1,82,1,1,1,1,1,1,1,0.0122
0,4,4,0,150.0,1,10,52,1,1,1,1,1,1,1,0.1923
0,4,4,0,150.0,6,1,38,1,1,1,1,1,1,1,0.0263
0,4,4,0,150.0,1,3,56,1,1,1,1,1,1,1,0.0536
0,4,4,0,150.0,1,2,53,1,1,1,1,1,1,1,0.0377
0,4,4,0,450.0,4,3,46,1,1,1,1,1,1,1,0.0652
0,4,4,0,150.0,1,1,69,1,1,1,1,1,1,1,0.0145
0,4,4,0,150.0,1,2,61,1,1,1,1,1,1,1,0.0328
0,4,4,0,150.0,1,6,64,1,1,1,1,1,1,1,0.0938
0,4,4,0,150.0,1,4,61,1,1,1,1,1,1,1,0.0656
0,4,4,0,150.0,1,3,52,1,1,1,1,1,1,1,0.0577
0,4,4,0,300.0,4,2,41,1,1,1,1,1,1,1,0.0488
0,4,4,0,150.0,1,6,50,1,1,1,1,1,1,1,0.12
0,4,4,0,450.0,0,1,62,1,1,1,1,1,0,1,0.0161
0,4,4,0,150.0,4,1,38,1,1,1,1,1,1,1,0.0263
0,4,4,0,300.0,4,6,45,1,1,1,1,1,1,1,0.1333
0,4,4,0,150.0,1,1,56,1,1,1,1,1,1,1,0.0179
0,4,4,0,150.0,4,2,39,1,1,1,1,1,1,1,0.0513
0,4,4,0,300.0,4,1,23,1,1,1,1,1,1,1,0.0435
0,4,4,0,200.0,1,3,54,1,1,1,1,1,1,1,0.0556
0,4,4,0,150.0,1,12,55,1,1,1,1,1,1,1,0.2182
0,4,4,0,150.0,1,1,61,1,1,1,1,1,1,1,0.0164
0,4,4,0,150.0,1,3,60,1,1,1,1,1,1,1,0.05
0,4,4,0,150.0,1,3,61,1,1,1,1,1,1,1,0.0492
0,4,4,0,150.0,1,9,54,1,1,1,1,1,1,1,0.1667
0,4,4,0,200.0,4,1,40,1,1,1,1,1,1,1,0.025
0,4,4,0,150.0,1,2,64,1,1,1,1,1,1,1,0.0312
0,4,4,0,150.0,1,5,42,1,1,1,1,1,1,1,0.119
0,4,4,0,150.0,1,3,51,1,1,1,1,1,1,1,0.0588
0,4,4,0,300.0,1,4,40,1,1,1,1,1,1,1,0.1
0,4,4,0,200.0,4,6,25,1,1,1,1,1,1,1,0.24
0,4,4,0,300.0,1,4,56,1,1,1,1,1,1,1,0.0714
0,4,4,0,150.0,1,2,32,1,1,1,1,1,1,1,0.0625
0,4,4,0,150.0,1,7,50,1,1,1,1,1,1,1,0.14
0,4,4,0,150.0,1,4,43,1,1,1,1,1,1,1,0.093
0,4,4,0,300.0,4,3,43,1,1,1,1,1,1,1,0.0698
0,4,4,0,150.0,1,3,43,1,1,1,1,1,1,1,0.0698
0,4,4,0,150.0,1,2,44,1,1,1,1,1,1,1,0.0455
0,4,4,0,150.0,1,5,39,1,1,1,1,1,1,1,0.1282
0,4,4,0,150.0,1,4,50,1,1,1,1,1,1,1,0.08
0,4,4,0,150.0,4,3,40,1,1,1,1,1,1,1,0.075
0,4,4,0,150.0,4,4,29,1,1,1,1,1,1,1,0.1379
0,4,4,0,150.0,1,1,53,1,1,1,1,1,1,1,0.0189
0,4,4,0,150.0,1,3,39,1,1,1,1,1,1,1,0.0769
0,4,4,0,150.0,1,2,49,1,1,1,1,1,1,1,0.0408
0,4,4,0,150.0,4,1,23,1,1,1,1,1,1,1,0.0435
0,4,4,0,150.0,1,2,38,1,1,1,1,1,1,1,0.0526
0,4,4,0,150.0,1,2,42,1,1,1,1,1,1,1,0.0476
0,4,4,0,150.0,1,5,62,1,1,1,1,1,1,1,0.0806
0,4,4,0,150.0,1,2,41,1,1,1,1,1,1,1,0.0488
0,4,4,0,150.0,1,4,48,1,1,1,1,1,1,1,0.0833
0,4,4,0,150.0,1,3,51,1,1,1,1,1,1,1,0.0588
0,4,4,0,300.0,1,2,46,1,1,1,1,1,1,1,0.0435
0,4,4,0,300.0,1,4,39,1,1,1,1,1,1,1,0.1026
0,4,4,0,150.0,1,4,42,1,1,1,1,1,1,1,0.0952
0,4,4,0,150.0,1,5,41,1,1,1,1,1,1,1,0.122
0,4,4,0,600.0,3,1,37,1,1,1,1,1,1,1,0.027
0,4,4,0,300.0,4,1,24,1,1,1,1,1,1,1,0.0417
0,4,4,0,150.0,1,3,50,1,1,1,1,1,1,1,0.06
0,4,4,0,300.0,4,3,21,1,1,1,1,1,1,1,0.1429
0,4,4,0,150.0,1,2,42,1,1,1,1,1,1,1,0.0476
0,4,4,0,150.0,4,2,41,1,1,1,1,1,1,1,0.0488
0,4,4,0,200.0,1,6,38,1,1,1,1,1,1,1,0.1579
0,4,4,0,150.0,4,3,30,1,1,1,1,1,1,1,0.1
0,4,4,0,250.0,4,1,43,1,1,1,1,1,1,1,0.0233
0,4,4,0,200.0,1,3,32,1,1,1,1,1,1,1,0.0938
0,4,4,0,150.0,1,4,45,1,1,1,1,1,1,1,0.0889
0,4,4,0,150.0,1,2,34,1,1,1,1,1,1,1,0.0588
0,4,4,0,150.0,1,1,42,1,1,1,1,1,1,1,0.0238
0,4,4,0,150.0,1,4,43,1,1,1,1,1,1,1,0.093
0,4,4,0,300.0,6,1,12,1,1,1,1,1,1,1,0.0833
0,4,4,0,150.0,1,1,48,1,1,1,1,1,1,1,0.0208
0,4,4,0,150.0,1,4,48,1,1,1,1,1,1,1,0.0833
0,4,4,0,150.0,1,3,48,1,1,1,1,1,1,1,0.0625
0,4,4,0,150.0,1,7,60,1,1,1,1,1,1,1,0.1167
0,4,4,0,150.0,1,2,55,1,1,1,1,1,1,1,0.0364
0,4,4,0,150.0,1,2,47,1,1,1,1,1,1,1,0.0426
0,4,4,0,150.0,4,3,49,1,1,1,1,1,1,1,0.0612
0,4,4,0,150.0,1,7,56,1,1,1,1,1,1,1,0.125
0,4,4,0,150.0,1,2,54,1,1,1,1,1,1,1,0.037
0,4,4,0,150.0,1,6,48,1,1,1,1,1,1,1,0.125
0,4,4,0,200.0,1,3,51,1,1,1,1,1,1,1,0.0588
0,4,4,0,150.0,1,10,52,1,1,1,1,1,1,1,0.1923
0,4,4,0,150.0,1,7,63,1,1,1,1,1,1,1,0.1111
0,4,4,0,150.0,1,2,42,1,1,1,1,1,1,1,0.0476
0,4,4,0,150.0,4,7,27,1,1,1,1,1,1,1,0.2593
0,4,4,0,300.0,1,3,28,1,1,1,1,1,1,1,0.1071
0,4,4,0,200.0,1,4,48,1,1,1,1,1,1,1,0.0833
0,4,4,0,150.0,1,6,58,1,1,1,1,1,1,1,0.1034
0,4,4,0,150.0,1,4,48,1,1,1,1,1,1,1,0.0833
0,4,4,0,150.0,4,1,35,1,1,1,1,1,1,1,0.0286
0,4,4,0,450.0,3,3,27,1,1,1,1,1,1,1,0.1111
0,4,4,0,150.0,1,9,60,1,1,1,1,1,1,1,0.15
0,4,4,0,300.0,6,2,15,1,1,1,1,1,0,1,0.1333
0,4,4,0,150.0,4,1,50,1,1,1,1,1,1,1,0.02
0,4,4,0,150.0,1,3,91,1,1,1,1,1,0,1,0.033
0,4,4,0,200.0,1,3,53,1,1,1,1,1,1,1,0.0566
0,4,4,0,150.0,4,3,43,1,1,1,1,1,1,1,0.0698
0,4,4,0,150.0,1,3,50,1,1,1,1,1,1,1,0.06
0,4,4,0,150.0,1,2,35,1,1,1,1,1,1,1,0.0571
0,4,4,0,150.0,1,4,45,1,1,1,1,1,1,1,0.0889
0,4,4,0,150.0,1,12,40,1,1,1,1,1,1,1,0.3
0,4,4,0,150.0,1,2,35,1,1,1,1,1,1,1,0.0571
0,4,4,0,150.0,1,2,50,1,1,1,1,1,1,1,0.04
0,4,4,0,1200.0,3,3,16,1,1,1,1,1,1,1,0.1875
0,4,4,0,150.0,1,1,37,1,1,1,1,1,1,1,0.027
0,4,4,0,150.0,6,1,0,1,1,1,1,1,1,1,inf
0,4,4,0,150.0,1,5,47,1,1,1,1,1,1,1,0.1064
0,4,4,0,200.0,4,4,27,1,1,1,1,1,1,1,0.1481
0,4,4,0,150.0,1,7,47,1,1,1,1,1,1,1,0.1489
0,4,4,0,150.0,6,1,2,1,1,1,1,1,1,1,0.5
0,4,4,0,100.0,1,1,45,1,1,1,1,1,1,1,0.0222
0,4,4,0,150.0,1,1,49,1,1,1,1,1,1,1,0.0204
0,4,4,0,150.0,1,2,31,1,1,1,1,1,1,1,0.0645
0,4,4,0,150.0,1,1,36,1,1,1,1,1,1,1,0.0278
0,4,4,0,450.0,4,1,28,1,1,1,1,1,1,1,0.0357
0,4,4,0,150.0,1,7,46,1,1,1,1,1,1,1,0.1522
0,4,4,0,150.0,1,5,50,1,1,1,1,1,1,1,0.1
0,4,4,0,100.0,4,1,33,1,1,1,1,1,1,1,0.0303
0,4,4,0,200.0,1,1,46,1,1,1,1,1,1,1,0.0217
0,4,4,0,100.0,4,1,40,1,1,1,1,1,1,1,0.025
0,4,4,0,150.0,1,1,44,1,1,1,1,1,1,1,0.0227
0,4,4,0,200.0,1,1,43,1,1,1,1,1,1,1,0.0233
0,4,4,0,150.0,1,3,35,1,1,1,1,1,1,1,0.0857
0,4,4,0,150.0,4,7,31,1,1,1,1,1,1,1,0.2258
0,4,4,0,150.0,1,2,48,1,1,1,1,1,1,1,0.0417
0,4,4,0,150.0,1,1,31,1,1,1,1,1,1,1,0.0323
0,4,4,0,150.0,1,4,51,1,1,1,1,1,1,1,0.0784
0,4,4,0,300.0,1,3,36,1,1,1,1,1,1,1,0.0833
0,4,4,0,150.0,1,3,32,1,1,1,1,1,1,1,0.0938
0,4,4,0,150.0,1,7,45,1,1,1,1,1,1,1,0.1556
0,4,4,0,150.0,1,7,46,1,1,1,1,1,1,1,0.1522
0,4,4,0,100.0,1,5,48,1,1,1,1,1,1,1,0.1042
0,4,4,0,150.0,1,7,34,1,1,1,1,1,1,1,0.2059
0,4,4,0,150.0,4,2,51,1,1,1,1,1,1,1,0.0392
0,4,4,0,150.0,1,2,65,1,1,1,1,1,1,1,0.0308
0,4,4,0,150.0,1,2,66,1,1,1,1,1,1,1,0.0303
0,4,4,0,150.0,1,7,64,1,1,1,1,1,1,1,0.1094
0,4,4,0,450.0,4,1,48,1,1,1,1,1,1,1,0.0208
0,4,4,0,150.0,1,2,54,1,1,1,1,1,1,1,0.037
0,4,4,0,200.0,4,1,51,1,1,1,1,1,1,1,0.0196
0,4,4,0,150.0,1,2,64,1,1,1,1,1,1,1,0.0312
0,4,4,0,300.0,1,1,53,1,1,1,1,1,1,1,0.0189
0,4,4,0,150.0,1,2,43,1,1,1,1,1,1,1,0.0465
0,4,4,0,150.0,1,1,35,1,1,1,1,1,1,1,0.0286
0,4,4,0,150.0,1,1,55,1,1,1,1,1,1,1,0.0182
0,4,4,0,150.0,4,1,23,1,1,1,1,1,1,1,0.0435
0,4,4,0,300.0,1,3,42,1,1,1,1,1,1,1,0.0714
0,4,4,0,150.0,1,3,45,1,1,1,1,1,1,1,0.0667
0,4,4,0,150.0,1,2,34,1,1,1,1,1,1,1,0.0588
0,4,4,0,150.0,4,2,35,1,1,1,1,1,1,1,0.0571
0,4,4,0,150.0,1,2,52,1,1,1,1,1,1,1,0.0385
0,4,4,0,150.0,1,4,45,1,1,1,1,1,1,1,0.0889
0,4,4,0,150.0,1,3,37,1,1,1,1,1,1,1,0.0811
0,4,4,0,200.0,4,3,51,1,1,1,1,1,1,1,0.0588
0,4,4,0,200.0,4,2,44,1,1,1,1,1,1,1,0.0455
0,4,4,0,150.0,1,2,49,1,1,1,1,1,1,1,0.0408
0,4,4,0,450.0,1,1,51,1,1,1,1,1,1,1,0.0196
0,4,4,0,150.0,1,1,53,1,1,1,1,1,1,1,0.0189
0,4,4,0,150.0,4,3,37,1,1,1,1,1,1,1,0.0811
0,4,4,0,150.0,4,3,37,1,1,1,1,1,1,1,0.0811
0,4,4,0,150.0,1,1,65,1,1,1,1,1,1,1,0.0154
0,4,4,0,150.0,1,5,60,1,1,1,1,1,1,1,0.0833
0,4,4,0,150.0,1,5,60,1,1,1,1,1,1,1,0.0833
0,4,4,0,200.0,4,1,52,1,1,1,1,1,1,1,0.0192
0,4,4,0,150.0,1,6,52,1,1,1,1,1,1,1,0.1154
0,4,4,0,300.0,4,1,52,1,1,1,1,1,1,1,0.0192
0,4,4,0,200.0,1,3,58,1,1,1,1,1,1,1,0.0517
0,4,4,0,150.0,1,1,65,1,1,1,1,1,1,1,0.0154
0,4,4,0,150.0,4,2,52,1,1,1,1,1,1,1,0.0385
0,4,4,0,200.0,1,1,66,1,1,1,1,1,1,1,0.0152
0,4,4,0,150.0,1,12,50,1,1,1,1,1,1,1,0.24
0,4,4,0,150.0,1,1,50,1,1,1,1,1,1,1,0.02
0,4,4,0,150.0,1,2,39,1,1,1,1,1,1,1,0.0513
0,4,4,0,150.0,4,1,30,1,1,1,1,1,1,1,0.0333
0,4,4,0,200.0,4,1,31,1,1,1,1,1,1,1,0.0323
0,4,4,0,200.0,1,4,51,1,1,1,1,1,1,1,0.0784
0,4,4,0,150.0,1,7,38,1,1,1,1,1,1,1,0.1842
0,4,4,0,150.0,1,4,42,1,1,1,1,1,1,1,0.0952
0,4,4,0,150.0,4,3,23,1,1,1,1,1,1,1,0.1304
0,4,4,0,300.0,1,4,31,1,1,1,1,1,1,1,0.129
0,4,4,0,150.0,1,4,40,1,1,1,1,1,1,1,0.1
0,4,4,0,150.0,1,4,36,1,1,1,1,1,1,1,0.1111
0,4,4,0,150.0,1,2,51,1,1,1,1,1,1,1,0.0392
0,4,4,0,150.0,1,4,56,1,1,1,1,1,1,1,0.0714
0,4,4,0,150.0,1,2,59,1,1,1,1,1,1,1,0.0339
0,4,4,0,300.0,4,1,8,1,1,1,1,1,1,1,0.125
0,4,4,0,150.0,1,4,45,1,1,1,1,1,1,1,0.0889
0,4,4,0,300.0,4,1,44,1,1,1,1,1,1,1,0.0227
0,4,4,0,200.0,1,1,40,1,1,1,1,1,1,1,0.025
0,4,4,0,150.0,1,2,53,1,1,1,1,1,1,1,0.0377
0,4,4,0,300.0,4,3,39,1,1,1,1,1,1,1,0.0769
0,4,4,0,300.0,4,1,37,1,1,1,1,1,1,1,0.027
0,4,4,0,150.0,1,1,42,1,1,1,1,1,1,1,0.0238
0,4,4,0,150.0,4,4,36,1,1,1,1,1,1,1,0.1111
0,4,4,0,150.0,1,12,40,1,1,1,1,1,1,1,0.3
0,4,4,0,300.0,1,2,42,1,1,1,1,1,1,1,0.0476
0,4,4,0,300.0,1,1,36,1,1,1,1,1,1,1,0.0278
0,4,4,0,150.0,1,4,55,1,1,1,1,1,1,1,0.0727
0,4,4,0,150.0,1,2,49,1,1,1,1,1,1,1,0.0408
0,4,4,0,150.0,1,2,43,1,1,1,1,1,1,1,0.0465
0,4,4,0,150.0,1,5,39,1,1,1,1,1,1,1,0.1282
0,4,4,0,150.0,1,1,43,1,1,1,1,1,1,1,0.0233
0,4,4,0,100.0,1,2,41,1,1,1,1,1,1,1,0.0488
0,4,4,0,200.0,1,1,52,1,1,1,1,1,1,1,0.0192
0,4,4,0,150.0,1,4,35,1,1,1,1,1,1,1,0.1143
0,0,2,0,150.0,1,3,57,1,1,1,1,1,1,1,0.0526
0,4,0,0,150.0,1,4,51,1,1,1,1,1,1,1,0.0784
0,4,0,0,450.0,1,6,75,1,1,1,1,1,1,1,0.08
0,4,2,0,150.0,1,1,44,1,1,1,1,1,1,1,0.0227
0,4,0,0,150.0,1,1,56,1,1,1,1,1,1,1,0.0179
0,4,2,0,150.0,4,1,33,1,1,1,1,1,1,1,0.0303
0,4,1,0,150.0,1,2,59,1,1,1,1,1,1,1,0.0339
0,4,2,0,150.0,4,3,50,1,1,1,1,1,1,1,0.06
0,4,0,0,150.0,1,2,53,1,1,1,1,1,1,1,0.0377
0,4,4,0,150.0,1,2,47,1,1,1,1,1,1,1,0.0426
0,4,4,0,300.0,4,6,40,1,1,1,1,1,1,1,0.15
0,4,4,0,150.0,1,7,44,1,1,1,1,1,1,1,0.1591
0,4,4,0,150.0,1,5,30,1,1,1,1,1,1,1,0.1667
0,4,4,0,300.0,4,3,38,1,1,1,1,1,1,1,0.0789
0,4,4,0,200.0,4,2,25,1,1,1,1,1,1,1,0.08
0,4,4,0,150.0,4,1,29,1,1,1,1,1,1,1,0.0345
0,4,4,0,300.0,4,3,32,1,1,1,1,1,1,1,0.0938
0,4,4,0,150.0,1,1,45,1,1,1,1,1,1,1,0.0222
0,4,4,0,150.0,1,5,52,1,1,1,1,1,1,1,0.0962
0,4,4,0,150.0,4,3,43,1,1,1,1,1,1,1,0.0698
0,4,4,0,150.0,1,3,33,1,1,1,1,1,1,1,0.0909
0,4,4,0,150.0,1,1,33,1,1,1,1,1,1,1,0.0303
0,4,4,0,150.0,1,2,36,1,1,1,1,1,1,1,0.0556
0,4,4,0,150.0,1,2,43,1,1,1,1,1,1,1,0.0465
0,4,4,0,150.0,1,2,36,1,1,1,1,1,1,1,0.0556
0,4,4,0,300.0,1,4,79,1,1,1,1,1,1,1,0.0506
0,4,4,0,150.0,1,2,49,1,1,1,1,1,1,1,0.0408
0,4,4,0,300.0,1,2,65,1,1,1,1,1,1,1,0.0308
0,4,4,0,150.0,1,1,56,1,1,1,1,1,1,1,0.0179
0,4,4,0,200.0,4,1,40,1,1,1,1,1,1,1,0.025
0,4,4,0,150.0,1,1,61,1,1,1,1,1,1,1,0.0164
0,4,4,0,150.0,1,8,54,1,1,1,1,1,1,1,0.1481
0,4,4,0,150.0,1,1,65,1,1,1,1,1,1,1,0.0154
0,4,4,0,100.0,1,2,98,1,1,1,1,1,1,1,0.0204
0,4,4,0,450.0,1,1,63,1,1,1,1,1,1,1,0.0159
0,4,4,0,150.0,1,1,50,1,1,1,1,1,1,1,0.02
0,4,4,0,150.0,4,1,41,1,1,1,1,1,1,1,0.0244
0,4,4,0,150.0,1,4,57,1,1,1,1,1,1,1,0.0702
0,4,4,0,150.0,1,3,47,1,1,1,1,1,1,1,0.0638
0,4,4,0,300.0,4,1,39,1,1,1,1,1,1,1,0.0256
0,4,4,0,150.0,1,2,51,1,1,1,1,1,1,1,0.0392
0,4,4,0,150.0,1,4,57,1,1,1,1,1,1,1,0.0702
0,4,2,0,150.0,1,11,55,1,1,1,1,1,1,1,0.2
0,4,4,0,200.0,1,2,40,1,1,1,1,1,1,1,0.05
0,4,4,0,200.0,4,4,33,1,1,1,1,1,1,1,0.1212
0,4,4,0,300.0,1,2,41,1,1,1,1,1,1,1,0.0488
0,4,4,0,150.0,1,5,48,1,1,1,1,1,1,1,0.1042
0,4,4,0,450.0,0,1,27,1,1,1,1,1,1,1,0.037
0,4,4,0,150.0,1,7,37,1,1,1,1,1,1,1,0.1892
0,4,4,0,150.0,4,1,21,1,1,1,1,1,1,1,0.0476
0,4,4,0,150.0,1,5,34,1,1,1,1,1,1,1,0.1471
0,4,4,0,300.0,4,1,38,1,1,1,1,1,1,1,0.0263
0,4,4,0,300.0,4,5,32,1,1,1,1,1,1,1,0.1562
0,4,4,0,150.0,1,3,38,1,1,1,1,1,1,1,0.0789
0,4,4,0,150.0,1,3,52,1,1,1,1,1,1,1,0.0577
0,4,4,0,150.0,1,2,36,1,1,1,1,1,1,1,0.0556
0,4,4,0,150.0,1,2,37,1,1,1,1,1,1,1,0.0541
0,4,4,0,150.0,4,1,36,1,1,1,1,1,1,1,0.0278
0,4,4,0,150.0,1,5,49,1,1,1,1,1,1,1,0.102
0,4,4,0,150.0,1,4,76,1,1,1,1,1,1,1,0.0526
0,4,4,0,200.0,4,1,39,1,1,1,1,1,1,1,0.0256
0,4,4,0,150.0,4,3,52,1,1,1,1,1,1,1,0.0577
0,4,4,0,150.0,6,1,15,1,1,1,1,1,1,1,0.0667
0,4,4,0,150.0,4,4,46,1,1,1,1,1,1,1,0.087
0,4,4,0,150.0,4,4,49,1,1,1,1,1,1,1,0.0816
0,4,4,0,200.0,1,1,53,1,1,1,1,1,1,1,0.0189
0,4,4,0,150.0,1,9,74,1,1,1,1,1,1,1,0.1216
0,4,4,0,200.0,4,2,47,1,1,1,1,1,1,1,0.0426
0,4,4,0,150.0,4,2,42,1,1,1,1,1,1,1,0.0476
0,4,4,0,200.0,1,3,61,1,1,1,1,1,1,1,0.0492
0,4,4,0,300.0,1,2,51,1,1,1,1,1,1,1,0.0392
